region,year,week,case_c,pop_total,case_per_capita(‰),NO,NO2,NOx,O3,PM10,PM25,SO2
北北基桃竹苗,2016,48,740,771388,0.96,31.47,91.96,123.14,206.08,266.6,99.54,15.21
北北基桃竹苗,2016,49,769,788319,0.98,27.39,93.69,120.94,221.5,300.27,123.22,19.49
北北基桃竹苗,2016,50,785,782288,1.0,35.31,99.0,134.38,224.42,283.93,118.61,17.02
北北基桃竹苗,2016,51,774,767227,1.01,53.65,123.88,177.71,189.93,293.49,140.54,19.7
北北基桃竹苗,2016,52,818,789652,1.04,32.49,96.12,128.21,220.8,292.32,130.8,15.6
北北基桃竹苗,2017,1,873,789210,1.11,46.83,121.27,167.87,172.77,328.85,163.38,19.89
北北基桃竹苗,2017,2,790,767806,1.03,29.96,99.88,129.69,218.27,280.6,145.12,19.35
北北基桃竹苗,2017,3,780,774274,1.01,36.42,97.55,134.14,204.63,228.05,92.17,15.36
北北基桃竹苗,2017,4,769,783017,0.98,27.42,83.91,111.01,256.25,268.38,118.49,15.81
北北基桃竹苗,2017,5,752,767733,0.98,32.04,86.27,118.19,209.51,253.68,120.66,15.03
北北基桃竹苗,2017,6,880,759527,1.16,27.54,85.51,112.99,258.49,351.24,176.72,16.56
北北基桃竹苗,2017,7,881,793553,1.11,40.76,117.94,158.71,255.86,310.15,151.38,17.54
北北基桃竹苗,2017,8,862,790513,1.09,45.02,120.05,164.95,209.22,249.91,126.82,15.0
北北基桃竹苗,2017,9,785,781848,1.0,43.45,126.75,170.26,252.79,346.4,169.44,19.4
北北基桃竹苗,2017,10,824,780192,1.06,41.19,135.21,176.2,266.81,315.57,167.49,18.4
北北基桃竹苗,2017,11,913,804402,1.14,32.74,114.44,147.25,248.8,276.66,128.14,16.18
北北基桃竹苗,2017,12,865,781582,1.11,35.79,113.53,148.74,259.58,237.18,110.53,18.32
北北基桃竹苗,2017,13,888,787965,1.13,35.72,131.26,167.19,307.57,464.27,227.14,21.31
北北基桃竹苗,2017,14,832,787229,1.06,36.47,124.91,160.76,298.37,370.46,205.3,21.75
北北基桃竹苗,2017,15,959,798650,1.2,42.7,125.15,167.81,217.84,299.89,148.62,21.07
北北基桃竹苗,2017,16,876,785007,1.12,42.3,106.27,148.35,193.4,305.47,158.43,18.76
北北基桃竹苗,2017,17,786,783751,1.0,40.22,124.86,164.89,287.36,297.98,131.77,19.06
北北基桃竹苗,2017,18,849,773084,1.1,35.4,116.4,151.47,237.57,318.75,175.51,24.2
北北基桃竹苗,2017,19,879,785408,1.12,33.03,105.81,138.89,215.06,333.62,139.04,22.24
北北基桃竹苗,2017,20,855,784446,1.09,23.68,95.14,118.79,271.74,202.96,94.99,18.47
北北基桃竹苗,2017,21,851,790248,1.08,28.25,93.33,121.36,227.51,210.19,91.25,20.37
北北基桃竹苗,2017,22,714,779185,0.92,29.91,85.08,114.72,202.33,172.02,79.69,16.12
北北基桃竹苗,2017,23,925,797038,1.16,36.14,94.71,130.65,178.26,246.48,128.12,22.05
北北基桃竹苗,2017,24,847,782367,1.08,42.48,93.59,135.95,163.36,147.76,59.02,16.02
北北基桃竹苗,2017,25,904,786889,1.15,56.45,85.69,141.91,122.59,171.14,72.08,19.22
北北基桃竹苗,2017,26,867,772464,1.12,32.88,82.76,115.74,166.71,209.43,95.56,21.96
北北基桃竹苗,2017,27,924,787006,1.17,40.52,84.91,125.22,136.1,167.49,64.33,18.89
北北基桃竹苗,2017,28,939,791791,1.19,37.18,85.91,123.31,145.28,197.29,87.49,21.6
北北基桃竹苗,2017,29,796,783212,1.02,31.84,78.69,109.55,171.44,213.1,101.77,21.9
北北基桃竹苗,2017,30,813,782890,1.04,29.75,78.17,107.78,178.23,214.47,111.1,21.04
北北基桃竹苗,2017,31,781,781238,1.0,36.17,89.0,124.61,170.12,219.17,98.03,19.26
北北基桃竹苗,2017,32,711,765244,0.93,32.47,72.99,105.03,157.02,225.09,99.08,19.26
北北基桃竹苗,2017,33,677,780161,0.87,32.22,85.33,117.5,174.85,219.06,120.32,24.23
北北基桃竹苗,2017,34,676,767107,0.88,31.38,73.54,104.76,163.96,195.25,93.2,19.34
北北基桃竹苗,2017,35,652,780228,0.84,26.94,67.34,94.47,178.72,180.91,82.03,17.43
北北基桃竹苗,2017,36,683,774570,0.88,33.89,90.93,124.61,174.27,223.69,111.96,22.44
北北基桃竹苗,2017,37,703,775103,0.91,34.69,91.46,126.3,208.01,248.99,114.17,21.27
北北基桃竹苗,2017,38,691,767918,0.9,24.81,107.33,131.71,299.98,326.4,182.19,28.39
北北基桃竹苗,2017,39,703,767718,0.92,30.14,97.57,127.44,219.32,258.48,138.38,23.27
北北基桃竹苗,2017,40,679,787255,0.86,22.06,79.75,101.96,249.71,272.63,134.78,20.24
北北基桃竹苗,2017,41,627,760556,0.82,26.1,56.4,82.85,165.17,176.82,73.72,15.05
北北基桃竹苗,2017,42,649,788726,0.82,40.97,77.76,119.06,206.31,187.56,74.11,14.0
北北基桃竹苗,2017,43,715,777722,0.92,26.89,93.95,120.53,338.45,327.25,150.46,15.68
北北基桃竹苗,2017,44,705,774010,0.91,29.69,87.02,116.25,269.51,269.96,113.79,15.56
北北基桃竹苗,2017,45,743,778982,0.95,26.94,86.44,112.87,238.45,242.92,111.72,16.17
北北基桃竹苗,2017,46,772,784441,0.98,34.96,104.06,139.1,185.23,211.78,102.16,18.89
北北基桃竹苗,2017,47,765,773983,0.99,33.94,92.45,126.22,196.52,172.35,72.38,15.03
北北基桃竹苗,2017,48,796,773364,1.03,36.41,90.36,126.66,207.01,208.43,96.03,15.39
北北基桃竹苗,2017,49,770,754281,1.02,34.79,99.68,133.82,224.99,258.27,123.43,16.53
北北基桃竹苗,2017,50,827,784236,1.05,38.38,95.47,133.43,212.14,211.18,96.04,16.5
北北基桃竹苗,2017,51,858,779013,1.1,36.06,97.49,133.6,229.12,250.68,119.99,17.95
北北基桃竹苗,2017,52,986,802170,1.23,26.94,97.63,124.38,242.2,363.99,180.01,18.55
北北基桃竹苗,2018,1,917,876857,1.05,35.45,100.45,135.89,194.88,229.18,100.29,16.35
北北基桃竹苗,2018,2,993,883949,1.12,44.05,101.66,145.37,201.09,207.13,89.38,15.97
北北基桃竹苗,2018,3,1075,870336,1.24,49.85,122.04,171.87,200.22,254.98,128.14,20.66
北北基桃竹苗,2018,4,1002,870178,1.15,26.34,84.49,110.77,227.02,202.34,80.14,14.7
北北基桃竹苗,2018,5,946,860656,1.1,28.45,92.54,121.35,217.84,192.81,106.78,13.79
北北基桃竹苗,2018,6,1070,889997,1.2,52.01,117.22,168.82,211.02,265.88,128.2,15.39
北北基桃竹苗,2018,7,939,874075,1.07,37.42,116.86,154.31,242.26,475.18,193.92,18.5
北北基桃竹苗,2018,8,1106,878832,1.26,34.12,108.9,143.02,209.72,303.96,155.85,16.15
北北基桃竹苗,2018,9,1164,894020,1.3,70.27,141.11,211.18,179.67,408.5,211.42,21.49
北北基桃竹苗,2018,10,1173,871419,1.35,29.15,90.07,119.22,236.77,248.96,113.47,14.18
北北基桃竹苗,2018,11,1145,882062,1.3,49.52,138.61,188.12,215.0,323.21,163.44,21.58
北北基桃竹苗,2018,12,1077,875063,1.23,28.45,103.04,131.92,275.42,311.81,142.42,15.02
北北基桃竹苗,2018,13,1117,887645,1.26,27.54,91.88,119.63,252.07,340.55,154.15,15.93
北北基桃竹苗,2018,14,849,863386,0.98,25.41,90.0,115.02,254.3,468.06,190.97,16.44
北北基桃竹苗,2018,15,1067,875834,1.22,45.37,118.22,163.2,211.03,329.36,152.28,21.34
北北基桃竹苗,2018,16,1003,880088,1.14,24.46,106.41,130.98,300.78,390.07,172.16,19.53
北北基桃竹苗,2018,17,992,882922,1.12,25.52,110.1,135.59,285.62,311.05,171.11,19.85
北北基桃竹苗,2018,18,943,859664,1.1,26.65,99.56,125.91,248.37,304.62,160.48,20.87
北北基桃竹苗,2018,19,931,839621,1.11,24.41,94.4,118.28,261.87,285.15,122.22,20.96
北北基桃竹苗,2018,20,918,869101,1.06,32.5,93.41,126.24,167.21,259.15,133.78,26.16
北北基桃竹苗,2018,21,854,856693,1.0,25.02,94.8,119.43,224.25,275.75,133.96,24.35
北北基桃竹苗,2018,22,829,875580,0.95,20.87,82.19,103.31,260.27,234.63,117.83,20.52
北北基桃竹苗,2018,23,872,869304,1.0,27.34,78.32,105.78,178.95,207.44,94.25,20.78
北北基桃竹苗,2018,24,789,866053,0.91,21.31,85.11,106.12,295.9,221.49,102.29,15.72
北北基桃竹苗,2018,25,721,861595,0.84,35.85,74.37,110.55,129.44,168.45,66.32,17.74
北北基桃竹苗,2018,26,741,854729,0.87,29.62,79.35,108.78,170.35,203.21,101.4,22.63
北北基桃竹苗,2018,27,766,848544,0.9,32.65,64.68,97.33,151.73,170.56,68.06,17.31
北北基桃竹苗,2018,28,700,861773,0.81,30.6,53.02,83.52,128.81,183.32,78.05,17.47
北北基桃竹苗,2018,29,755,862431,0.88,32.88,51.69,84.64,124.12,177.6,83.07,17.65
北北基桃竹苗,2018,30,757,878842,0.86,33.26,82.92,115.87,169.09,251.22,119.64,21.72
北北基桃竹苗,2018,31,755,857597,0.88,28.97,81.16,109.52,197.68,239.35,110.19,20.91
北北基桃竹苗,2018,32,725,863325,0.84,25.65,76.45,101.87,191.56,243.46,133.88,21.99
北北基桃竹苗,2018,33,709,861107,0.82,28.79,83.63,112.48,180.13,189.61,78.82,18.74
北北基桃竹苗,2018,34,695,838667,0.83,26.26,80.89,106.63,189.81,174.31,72.2,17.11
北北基桃竹苗,2018,35,747,854175,0.87,41.1,92.39,133.48,139.36,196.13,82.22,17.22
北北基桃竹苗,2018,36,806,854097,0.94,28.22,85.29,113.5,195.85,230.18,110.03,19.4
北北基桃竹苗,2018,37,750,847692,0.88,31.87,65.71,97.12,155.65,195.13,79.6,16.53
北北基桃竹苗,2018,38,778,876288,0.89,28.79,80.83,109.35,182.42,265.6,144.68,21.52
北北基桃竹苗,2018,39,650,849331,0.77,23.23,73.16,96.71,286.3,271.46,95.71,14.28
北北基桃竹苗,2018,40,825,862822,0.96,19.82,82.7,102.83,357.13,292.01,120.21,16.59
北北基桃竹苗,2018,41,726,854039,0.85,22.06,81.58,103.58,256.11,187.8,83.9,15.84
北北基桃竹苗,2018,42,767,858608,0.89,22.17,86.57,109.05,280.73,209.99,85.87,15.18
北北基桃竹苗,2018,43,730,859175,0.85,27.55,93.21,120.29,274.45,324.62,128.69,18.8
北北基桃竹苗,2018,44,783,860311,0.91,23.59,79.24,101.62,295.35,211.27,79.71,14.73
北北基桃竹苗,2018,45,824,863239,0.95,34.34,101.65,136.2,192.53,287.46,150.23,20.18
北北基桃竹苗,2018,46,759,857920,0.88,29.94,95.58,125.4,206.14,216.97,101.8,17.8
北北基桃竹苗,2018,47,717,848418,0.85,29.05,91.66,120.84,213.53,182.67,89.91,16.08
北北基桃竹苗,2018,48,836,872843,0.96,35.78,110.0,145.62,223.03,268.33,132.33,18.91
北北基桃竹苗,2018,49,847,845735,1.0,40.67,98.63,139.13,186.62,186.49,88.68,17.81
北北基桃竹苗,2018,50,876,857847,1.02,32.1,85.48,117.71,177.33,150.2,73.56,14.78
北北基桃竹苗,2018,51,886,858032,1.03,45.84,128.57,174.22,225.02,331.63,160.03,20.85
北北基桃竹苗,2018,52,899,877531,1.02,25.65,70.15,96.03,211.65,107.81,51.39,13.31
北北基桃竹苗,2019,1,680,842406,0.81,37.5,94.28,131.71,171.13,139.46,71.68,14.67
北北基桃竹苗,2019,2,1072,878805,1.22,43.68,104.78,148.39,162.57,216.25,101.25,15.26
北北基桃竹苗,2019,3,1031,870498,1.18,39.29,108.75,147.85,220.38,273.81,133.52,15.17
北北基桃竹苗,2019,4,1088,883672,1.23,31.62,104.22,135.86,264.59,308.72,141.85,16.74
北北基桃竹苗,2019,5,1238,884896,1.4,45.17,120.57,165.4,210.34,310.06,165.91,17.02
北北基桃竹苗,2019,6,590,829665,0.71,20.12,68.76,88.65,216.16,227.17,112.34,12.41
北北基桃竹苗,2019,7,1217,882725,1.38,27.27,91.1,118.39,200.14,179.53,88.64,14.09
北北基桃竹苗,2019,8,1098,894189,1.23,35.63,103.21,138.95,211.65,214.68,105.28,14.91
北北基桃竹苗,2019,9,1001,865625,1.16,28.64,106.35,134.9,229.77,323.57,161.21,14.76
北北基桃竹苗,2019,10,1036,860296,1.2,32.94,114.87,147.24,245.06,193.17,108.1,13.88
北北基桃竹苗,2019,11,1097,885501,1.24,28.79,112.43,141.24,299.91,298.46,150.11,15.23
北北基桃竹苗,2019,12,1064,864266,1.23,34.67,107.87,142.72,229.34,265.49,137.43,15.65
北北基桃竹苗,2019,13,1032,888306,1.16,25.59,92.9,118.28,280.13,266.24,124.15,15.39
北北基桃竹苗,2019,14,911,869013,1.05,31.89,103.77,135.72,268.69,282.74,156.45,15.84
北北基桃竹苗,2019,15,1131,884805,1.28,26.92,90.55,117.47,258.1,233.47,120.76,15.39
北北基桃竹苗,2019,16,1079,879258,1.23,30.5,117.41,147.79,240.3,249.55,140.79,18.49
北北基桃竹苗,2019,17,1053,886924,1.19,27.79,87.83,115.65,232.76,232.65,120.78,20.22
北北基桃竹苗,2019,18,1052,874128,1.2,21.54,82.58,103.74,287.28,226.33,102.13,13.63
北北基桃竹苗,2019,19,1044,869489,1.2,23.59,90.75,114.51,254.15,172.25,88.4,15.88
北北基桃竹苗,2019,20,990,882469,1.12,37.23,81.44,118.07,153.73,208.28,105.34,16.05
北北基桃竹苗,2019,21,963,869217,1.11,25.38,96.58,122.1,267.56,271.1,122.49,15.76
北北基桃竹苗,2019,22,907,874551,1.04,30.26,81.19,111.31,208.97,188.78,78.63,15.68
北北基桃竹苗,2019,23,938,860059,1.09,45.35,75.04,119.84,127.75,161.06,70.09,16.09
北北基桃竹苗,2019,24,999,864680,1.16,30.69,94.17,124.26,254.53,154.25,83.55,15.23
北北基桃竹苗,2019,25,943,875362,1.08,31.38,78.11,109.08,148.85,145.26,63.63,15.56
北北基桃竹苗,2019,26,963,885878,1.09,33.1,79.57,112.45,165.31,144.98,67.31,15.44
北北基桃竹苗,2019,27,868,871102,1.0,30.35,64.63,95.14,155.32,131.97,60.19,14.03
北北基桃竹苗,2019,28,927,864539,1.07,29.72,63.12,92.84,149.02,142.86,82.82,14.52
北北基桃竹苗,2019,29,933,883716,1.06,30.08,61.52,91.12,147.04,152.19,70.45,15.05
北北基桃竹苗,2019,30,868,878038,0.99,30.09,72.09,101.75,166.7,152.44,77.42,15.72
北北基桃竹苗,2019,31,884,867427,1.02,27.88,52.72,80.6,150.98,132.22,74.94,15.42
北北基桃竹苗,2019,32,746,849780,0.88,26.46,48.1,74.71,162.15,149.78,74.89,13.48
北北基桃竹苗,2019,33,824,863206,0.95,24.81,68.79,93.72,220.57,133.27,77.42,14.51
北北基桃竹苗,2019,34,852,882800,0.97,28.39,65.42,93.93,163.12,146.25,74.7,15.62
北北基桃竹苗,2019,35,846,874069,0.97,32.53,65.11,97.57,158.47,165.16,98.52,16.78
北北基桃竹苗,2019,36,903,861198,1.05,38.08,72.38,110.1,150.93,142.84,82.41,16.39
北北基桃竹苗,2019,37,800,854158,0.94,27.01,60.8,87.6,188.69,165.43,96.04,15.38
北北基桃竹苗,2019,38,920,863391,1.07,23.8,80.04,103.77,315.69,229.62,98.01,14.15
北北基桃竹苗,2019,39,916,869788,1.05,27.34,66.66,94.32,182.07,126.49,57.47,14.3
北北基桃竹苗,2019,40,851,862151,0.99,32.76,82.0,114.95,228.68,248.25,161.22,16.53
北北基桃竹苗,2019,41,863,861529,1.0,18.89,73.74,92.41,306.86,222.8,118.55,15.57
北北基桃竹苗,2019,42,980,881620,1.11,19.95,72.62,92.69,317.77,229.12,96.13,13.7
北北基桃竹苗,2019,43,920,871289,1.06,22.9,81.67,104.45,283.9,195.99,96.15,15.41
北北基桃竹苗,2019,44,872,885424,0.98,18.62,73.04,91.31,304.81,286.03,122.89,13.97
北北基桃竹苗,2019,45,916,859289,1.07,23.45,75.53,98.9,302.59,200.77,88.95,14.18
北北基桃竹苗,2019,46,849,875314,0.97,32.31,104.15,136.43,271.47,297.32,151.28,16.14
北北基桃竹苗,2019,47,917,872368,1.05,30.2,75.56,105.37,195.85,154.87,67.79,14.22
北北基桃竹苗,2019,48,958,870655,1.1,24.81,77.58,102.67,225.75,167.54,80.29,14.54
北北基桃竹苗,2019,49,873,877143,1.0,27.84,79.44,107.35,250.25,159.94,74.19,14.13
北北基桃竹苗,2019,50,998,872920,1.14,41.22,110.67,152.03,217.52,225.2,118.1,17.29
北北基桃竹苗,2019,51,950,862415,1.1,45.89,104.01,149.62,156.74,133.22,70.79,15.82
北北基桃竹苗,2019,52,1009,873394,1.16,50.75,106.82,157.68,163.8,162.03,84.81,14.43
宜花東,2016,1,10,19973,0.5,31.69,75.7,107.31,152.91,200.73,92.63,14.4
宜花東,2016,2,86,47810,1.8,21.62,72.47,94.06,188.6,197.23,99.26,12.54
宜花東,2016,3,91,48623,1.87,27.9,79.86,107.27,166.01,220.85,116.58,14.61
宜花東,2016,4,60,35831,1.67,30.66,70.88,100.78,174.33,182.84,87.33,13.04
宜花東,2016,5,73,49820,1.47,24.45,71.46,95.86,181.16,140.74,65.07,11.96
宜花東,2016,6,128,52177,2.45,17.28,62.7,79.04,258.34,317.09,167.53,12.89
宜花東,2016,7,78,40516,1.93,21.71,64.97,86.36,172.56,183.26,93.1,12.27
宜花東,2016,8,123,52137,2.36,17.92,67.12,84.59,237.38,297.03,131.44,12.5
宜花東,2016,9,131,52011,2.52,18.12,64.04,81.11,247.66,275.46,119.81,12.6
宜花東,2016,10,145,54471,2.66,22.36,62.73,84.67,174.75,203.66,98.1,13.55
宜花東,2016,11,140,56148,2.49,27.38,78.26,105.07,198.04,189.64,93.86,12.6
宜花東,2016,12,105,48325,2.17,27.26,73.58,100.88,208.33,260.87,133.72,12.92
宜花東,2016,13,82,43045,1.9,16.05,71.31,87.6,293.78,321.75,164.92,14.34
宜花東,2016,14,92,49446,1.86,16.84,63.12,80.11,200.54,321.71,168.12,14.59
宜花東,2016,15,84,46775,1.8,17.92,66.57,83.55,184.46,228.39,111.33,14.64
宜花東,2016,16,105,45892,2.29,19.81,60.02,78.73,203.44,227.75,96.94,14.52
宜花東,2016,17,60,35612,1.68,18.12,52.38,70.37,176.01,239.33,112.3,14.93
宜花東,2016,18,82,44641,1.84,16.49,55.51,71.35,246.23,335.01,159.91,14.79
宜花東,2016,19,100,49079,2.04,16.1,47.25,63.2,169.9,204.21,76.78,12.15
宜花東,2016,20,73,43448,1.68,14.32,46.19,60.31,221.56,183.11,75.01,12.67
宜花東,2016,21,86,48101,1.79,17.8,52.65,69.66,167.06,178.52,79.41,13.88
宜花東,2016,22,85,46401,1.83,16.47,42.88,59.21,143.45,190.97,71.68,14.05
宜花東,2016,23,100,52948,1.89,15.73,42.77,58.07,152.99,161.98,65.12,12.67
宜花東,2016,24,68,44497,1.53,25.02,47.12,67.12,114.57,165.27,54.52,12.17
宜花東,2016,25,63,43248,1.46,19.22,37.68,57.28,120.38,157.8,57.68,13.75
宜花東,2016,26,76,41946,1.81,19.55,37.25,57.48,108.62,157.03,53.14,13.46
宜花東,2016,27,68,43896,1.55,20.14,34.7,55.18,102.73,148.11,49.0,11.9
宜花東,2016,28,62,44236,1.4,17.43,38.11,55.48,154.96,185.47,53.91,12.12
宜花東,2016,29,73,43593,1.67,18.76,41.07,59.37,144.73,198.52,73.74,13.97
宜花東,2016,30,57,39686,1.44,16.76,38.89,55.43,155.28,185.05,83.53,14.84
宜花東,2016,31,83,48275,1.72,16.61,39.39,55.97,148.65,200.81,69.56,13.46
宜花東,2016,32,59,46087,1.28,16.46,39.06,54.23,163.74,165.76,69.24,13.58
宜花東,2016,33,72,41535,1.73,17.53,41.68,57.72,143.21,151.51,50.58,13.56
宜花東,2016,34,72,43633,1.65,16.64,41.65,58.36,176.09,205.64,89.1,14.29
宜花東,2016,35,63,44997,1.4,15.08,49.56,63.29,257.1,266.07,120.65,14.32
宜花東,2016,36,73,46084,1.58,18.96,46.0,64.9,147.17,177.52,69.28,13.73
宜花東,2016,37,54,49351,1.09,19.2,37.2,57.06,137.39,146.43,47.74,13.63
宜花東,2016,38,56,35083,1.6,17.33,42.86,60.78,194.33,204.82,76.12,12.79
宜花東,2016,39,51,42235,1.21,15.87,37.02,53.63,196.17,254.61,85.16,11.86
宜花東,2016,40,64,44236,1.45,20.43,43.03,64.16,129.08,179.95,69.07,14.19
宜花東,2016,41,59,32353,1.82,23.73,46.09,68.87,127.95,123.39,43.63,12.22
宜花東,2016,42,62,48264,1.28,22.4,42.62,65.1,131.6,205.42,73.95,13.09
宜花東,2016,43,56,36022,1.55,18.12,47.5,65.76,148.19,199.01,67.39,13.63
宜花東,2016,44,76,46963,1.62,14.76,46.32,60.8,231.74,269.53,74.85,13.12
宜花東,2016,45,81,45788,1.77,17.35,55.28,73.8,202.75,223.36,77.0,12.62
宜花東,2016,46,76,43180,1.76,17.84,60.48,78.41,206.33,285.32,118.26,13.71
宜花東,2016,47,82,47208,1.74,22.58,60.19,83.63,159.27,192.42,76.46,13.07
宜花東,2016,48,79,49051,1.61,19.6,65.56,85.3,183.19,234.25,82.75,11.96
宜花東,2016,49,110,50257,2.19,17.7,66.08,84.24,202.75,282.25,115.16,13.9
宜花東,2016,50,91,49679,1.83,18.59,64.95,83.48,206.13,233.52,94.63,13.66
宜花東,2016,51,88,50750,1.73,23.07,68.1,92.09,167.51,241.53,103.96,14.1
宜花東,2016,52,105,51554,2.04,18.76,64.97,83.55,194.75,292.28,113.4,12.84
宜花東,2017,1,96,47363,2.03,20.71,62.6,83.34,170.84,237.21,104.65,13.02
宜花東,2017,2,69,44124,1.56,17.53,69.04,85.95,205.91,268.0,124.7,13.28
宜花東,2017,3,88,46963,1.87,19.65,65.32,85.28,197.48,216.66,87.75,12.5
宜花東,2017,4,84,48356,1.74,16.41,62.43,79.68,229.38,250.54,108.52,12.87
宜花東,2017,5,82,47829,1.71,15.56,51.57,66.31,208.22,199.35,83.58,12.3
宜花東,2017,6,97,46341,2.09,16.79,59.53,75.0,237.78,332.33,155.16,13.41
宜花東,2017,7,125,51505,2.43,18.16,64.26,82.38,232.46,260.14,119.24,12.96
宜花東,2017,8,76,46315,1.64,19.55,69.48,88.66,203.88,221.0,101.31,12.69
宜花東,2017,9,94,48207,1.95,15.48,66.94,82.08,258.9,301.86,142.66,12.13
宜花東,2017,10,91,50069,1.82,17.26,76.18,94.21,251.73,240.14,124.67,12.59
宜花東,2017,11,81,37299,2.17,18.12,62.11,78.68,234.84,222.18,102.54,11.54
宜花東,2017,12,95,46205,2.06,16.29,58.2,74.56,249.54,208.23,96.1,12.65
宜花東,2017,13,85,45908,1.85,16.15,62.33,77.35,280.05,342.28,151.85,10.92
宜花東,2017,14,73,35122,2.08,13.39,56.24,69.51,271.57,299.65,143.11,13.04
宜花東,2017,15,94,43530,2.16,17.38,60.32,77.77,217.47,235.27,109.0,13.02
宜花東,2017,16,114,50480,2.26,18.46,48.9,66.23,172.98,237.98,107.74,14.15
宜花東,2017,17,93,47572,1.95,16.71,58.27,74.43,276.87,239.78,101.37,12.77
宜花東,2017,18,101,50450,2.0,15.88,47.96,63.56,203.49,230.55,107.83,12.54
宜花東,2017,19,98,41363,2.37,16.54,44.91,62.41,190.19,228.38,87.47,15.3
宜花東,2017,20,81,44024,1.84,14.79,51.96,65.29,248.57,178.87,76.76,14.56
宜花東,2017,21,109,51329,2.12,15.99,46.81,62.23,207.69,163.29,61.84,12.33
宜花東,2017,22,72,49499,1.45,17.13,50.03,65.49,182.61,152.44,62.19,12.77
宜花東,2017,23,94,49659,1.89,20.53,40.92,61.15,127.56,172.61,64.35,14.0
宜花東,2017,24,88,43866,2.01,19.72,45.72,65.39,140.15,184.47,47.89,12.13
宜花東,2017,25,96,49802,1.93,22.4,48.21,70.49,136.11,199.26,67.48,15.77
宜花東,2017,26,82,49255,1.66,18.14,40.89,58.41,126.91,196.27,75.79,17.21
宜花東,2017,27,97,43276,2.24,23.22,35.81,59.48,89.05,151.44,46.21,14.89
宜花東,2017,28,90,46757,1.92,19.23,37.2,56.25,106.7,148.7,53.39,15.23
宜花東,2017,29,97,45312,2.14,19.33,37.91,57.73,108.08,160.02,63.72,15.3
宜花東,2017,30,81,48649,1.66,17.23,36.53,53.46,123.75,171.06,67.8,14.29
宜花東,2017,31,74,41691,1.77,17.5,39.21,55.81,157.79,228.75,86.47,14.37
宜花東,2017,32,56,41815,1.34,15.04,40.42,55.93,176.16,233.15,98.72,14.89
宜花東,2017,33,76,43230,1.76,15.95,37.36,53.86,151.83,191.76,88.39,14.05
宜花東,2017,34,74,47435,1.56,17.38,36.6,53.96,131.64,179.95,62.39,12.65
宜花東,2017,35,68,50816,1.34,18.32,42.4,60.46,122.01,168.57,60.61,12.38
宜花東,2017,36,66,39215,1.68,14.77,39.61,54.82,136.65,196.71,73.0,13.23
宜花東,2017,37,65,41353,1.57,16.69,39.69,56.24,168.24,207.95,85.75,12.92
宜花東,2017,38,69,44028,1.57,14.59,42.96,57.82,205.91,233.66,112.57,14.99
宜花東,2017,39,62,41492,1.49,16.24,43.38,59.45,159.05,189.39,84.76,14.32
宜花東,2017,40,75,40716,1.84,11.98,42.69,55.14,192.67,235.29,101.48,13.38
宜花東,2017,41,71,43224,1.64,18.56,42.69,61.81,134.14,164.87,58.88,12.06
宜花東,2017,42,70,43800,1.6,16.86,41.85,58.86,185.18,189.62,63.1,10.43
宜花東,2017,43,72,47837,1.51,12.97,52.74,66.45,298.53,328.46,134.67,11.78
